cod_pais,pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado,region
sv,El Salvador,,16.50,,12.78,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",,"Identificación, descripción y representación, de las partes de la flor: pétalos, sépalos, cáliz, corola, ovarios, pistilo y estambre.",América Latina y el Caribe
sv,El Salvador,0.00,0.00,8.75,9.26,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
sv,El Salvador,35.53,36.00,29.33,28.82,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Tildación de palabras agudas y graves, según la regla ortográfica (3° grado).",Palabras antónimas. Utilización de palabras antónimas para caracterizar personajes ficticios (6° grado).,América Latina y el Caribe
sv,El Salvador,40.00,32.00,20.87,23.47,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)",Instrucciones para recetas de cocina. Producción escrita de recetas de cocina siguiendo un modelo (3° grado).,"El texto dramático: Estructura externa (cuadros, actos, escenas). Producción escrita de un texto dramático atendiendo a la estructura externa e interna y la definición de personajes principales y secundarios (6° grado).",América Latina y el Caribe
sv,El Salvador,19.74,30.00,15.47,15.10,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática. Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).","Sustantivos masculinos y femeninos, en singular y plural. Identificación y uso de sustantivos femeninos y masculinos, en singular y plural en textos narrativos que lee y escribe (3° grado).",Oración simple. Tipos de sujeto: simple y compuesto. Producción escrita de oraciones y texto en los que utilice sujetos simples y compuestos (6° grado).,América Latina y el Caribe
sv,El Salvador,5.26,2.00,25.64,23.28,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Estrategias de escritura en textos narrativos: planificación, elaboración del borrador, edición y publicación (3° grado).","Elaboración de un texto argumentativo. Planificación, organización y escritura de un texto argumentativo, siguiendo los pasos necesarios y atendiendo a la estructura del mismo (6° grado).",América Latina y el Caribe
sv,El Salvador,20.95,30.00,27.02,22.93,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","El cuento (…). Comprensión del cuento, a través de diferentes pregun tas de carácter literal, infe-rencial (…) (3° grado).",El poema: tema. Identificación e interpretación de un poema atendiendo al tema de que tratan (6° grado).,América Latina y el Caribe
sv,El Salvador,11.43,0.00,10.70,4.00,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonológica, precisión, fluidez y prosodia.",El cuento (…).Narración oral y lectura de cuentos con la pronunciación y entonación adecuadas (3° grado).,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
sv,El Salvador,34.29,47.50,33.70,39.14,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales. Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","La fábula. Estructura: inicio, desarrollo, final y moraleja (3° grado).",El cuento de terror. Estructura y características (6° grado).,América Latina y el Caribe
sv,El Salvador,31.43,21.25,20.28,19.44,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Estrategias de lectura con textos narrativos: identificación de título, inicio y final; identificación de indicios; deducción del final (3° grado).","El resumen. Técnica para hacerlo. Elaboración de resúmenes de diferentes textos expositivos, siguiendo los pasos siguientes: lectura completa del texto; subrayar las ideas principales y secundarias de cada párrafo; unir todas las partes subrayadas, desde el primero al último párrafo, por medio de los conectores más adecuados (6° grado).",América Latina y el Caribe
sv,El Salvador,1.90,1.25,8.28,14.46,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",El cuento (…).Expresión de opiniones sobre las actitudes de los personajes de cuentos que lee o escucha (3° grado).,"Los textos argumentativos. Partes: tesis, argumentos y conclusión. Lectura y comprensión de textos argumentativos y análisis de sus diferentes partes (6° grado).",América Latina y el Caribe
sv,El Salvador,3.00,15.00,9.37,8.99,1,A,Matemática,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Lectura de gráfica de barras utilizando los números del eje vertical.,Identificación de los posibles resultados en experimentos aleatorios.,América Latina y el Caribe
sv,El Salvador,11.10,23.30,20.93,22.56,1,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.","Descubre e identifica triángulos equiláteros, isósceles y escalenos en el entorno.",Identificación y explicación de las características de sólidos geométricos.,América Latina y el Caribe
sv,El Salvador,30.20,16.70,21.71,18.19,1,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.","Explicación del procedimiento seguido al restar medidas de longitudes en diferentes unidades (cm, m y km).",Aplicación de la equivalencia entre centímetros y varas.,América Latina y el Caribe
sv,El Salvador,55.70,45.00,43.17,46.66,1,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Multiplicación abreviada de 1 por números de 1, 2 y 3 cifras (1 x U; 1 x DU; 1 x CDU).","Multiplicación de fracciones propias, utilizando el algoritmo.",América Latina y el Caribe
sv,El Salvador,0.00,0.00,4.82,3.61,1,E,Matemática,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
uy,Uruguay,,4.30,,16.51,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",,"Los transgénicos, organismos genéticamente modificados (OGM).",América Latina y el Caribe
uy,Uruguay,,4.30,,22.54,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",,Las adicciones.,América Latina y el Caribe
uy,Uruguay,,17.40,,12.19,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",,"Las asociaciones biológicas interespecíficas (mutualismo, simbiosis, comensalismo y parasitismo).",América Latina y el Caribe
uy,Uruguay,,26.10,,11.16,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,La velocidad de propagación del sonido en distintos medios.,América Latina y el Caribe
uy,Uruguay,,13.00,,7.41,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,El modelo corpuscular de la materia; Las partículas y el vacío.,América Latina y el Caribe
uy,Uruguay,,19.60,,17.42,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,Los bordes divergentes y convergentes. Las fallas. La tectónica de placas: sismicidad y vulcanismo.,América Latina y el Caribe
