cod_pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado
do,3,1,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Expresión de su opinión a favor o en contra de lo que observa en el afiche,La anécdota: función y estructura (…) y evaluación (comentario acerca de lo sucedido)
do,,7,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,"Observación de la tecnología en la producción de empresas locales, laboratorios y centros de investigación, desarrollo e innovación."
do,,23,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,"Compara la estructura y función de los sistemas: digestivo, circulatorio, respiratorio y excretor."
do,,5,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,"Indagación sobre los ecosistemas, componentes bióticos y no bióticos, a la vez que consideración de las medidas para su protección y el desarrollo sostenible."
do,,12,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,"Formas de energía (térmica, nuclear y eólica)."
do,,10,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,"Cambios de estado: fusión, solidificación, condensación, licuefacción, evaporación, ebullición, sublimación, cristalización."
do,,6,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,Analiza la célula y la formación de tejidos y órganos.
do,,38,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,"Discusión sobre el origen, composición y la evolución del nuestro Sistema Solar."
uy,6,5,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Representar datos en un diagrama de árbol.,Predecir y calcular de la probabilidad experimental de sucesos aleatorios.
uy,34,29,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.",Las alturas de los prismas y de las pirámides.,Relacionar el número de aristas y el número de vértices en relación con el polígono de la base en prismas y pirámides.
uy,18,20,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.",La equivalencia entre distintas unidades de medida.,Relacionar longitud de circunferencia y longitud de diámetro.
uy,43,46,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","La relación entre las tablas de multiplicar: del 2 y 4; del 3, 6 y 9; del 4 y 8; del 5 y 1.",Multiplicar y dividir fracciones.
uy,0,2,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.",No hay ejemplos en el currículo de este país.,Variable como número desconocido.
uy,28,25,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Las reglas ortográficas:  <br> - el prefijo “bi”; <br> - la “h” delante de diptongo;  <br> - el cambio de “z” por “c” en plurales y disminutivos;  <br> - el verbo hacer y sus derivados;  <br> - “mp”, “mb”;  <br> - la secuencia consonántica /mb/ y sus representaciones grafemáticas “mb” y “nv”;  <br> - ** el uso de la “w”;  <br> - ** la coma en la enumeración (3° grado).","Las combinaciones:  <br> - “sc”, “pc”, “xc”;  <br> - verbos “haber”, “hacer” y sus compuestos;  <br> - verbos “andar”, “estar”, “tener” en pretérito perfecto simple"
uy,11,25,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.",La organización gráfica de la información: el cuadro sinóptico y el mapa conceptual,"Los modelos de archivos de organización personal de la información:  <br> - El “protocolo de observación”, “los apuntes”, “el mapa conceptual”.  <br> - El esquema"
uy,28,25,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).",Las cartas informales y el correo electrónico,La jerarquización de los argumentos en los textos de opinión:  <br> - las obras literarias y de teatro;  <br> - las películas;  <br> - los textos científicos;  <br> - los espectáculos deportivos
uy,28,12,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",La función adjetiva: adjetivo y complemento preposicional adjetivo,Los verbos copulativos y predicativos; transitivos e impersonales
uy,6,12,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).","Los conectores de comparación, contraste y oposición (“no”, “sino”, “sin embargo”, “aunque”)","Los nexos de distribución de la información (”en primer lugar”, “por otra parte”)"
uy,50,53,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","Las fábulas, poemas y rimas","La lectura de textos periodísticos argumentativos: cartas de lectores, editoriales, críticas artísticas y deportivas"
uy,38,26,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).",Las inferencias textuales en el párrafo,Información explícita e implícita
uy,6,16,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Las inferencias en la lectura de diccionarios (material y virtual). La organización, diferentes acepciones, abreviaturas, clases de palabras","La predicción en textos con diferentes formatos a partir de palabras clave, titulares y gráficos"
uy,6,5,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.",Establecimiento de correspondencia entre sonido y grafía con valor sonoro convencional,La lectura expresiva de obras de teatro
uy,0,0,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
